date,groundwater_level,rainfall_mm,temperature_c
2022-01-11,78.15,0.0,14.46
2022-01-12,78.08,0.0,13.85
2022-01-13,77.95,0.0,15.57
2022-01-14,77.82,0.03,16.4
2022-01-15,77.71,1.16,13.63
2022-01-16,77.56,0.05,14.85
2022-01-17,77.42,2.33,13.39
2022-01-18,77.29,3.13,12.71
2022-01-19,77.19,0.24,13.35
2022-01-20,77.06,0.0,14.31
2022-01-21,76.87,0.0,12.77
2022-01-22,76.8,0.0,12.39
2022-01-23,76.82,0.0,13.56
2022-01-24,76.76,0.0,13.14
2022-01-25,76.76,0.0,11.4
2022-01-26,76.82,0.0,12.25
2022-01-27,76.9,0.0,12.05
2022-01-28,77.01,0.0,11.82
2022-01-29,77.03,0.0,13.27
2022-01-30,77.09,0.0,12.94
2022-01-31,77.14,0.0,11.95
2022-02-01,77.07,0.01,10.9
2022-02-02,77.13,0.0,10.15
2022-02-03,77.32,0.0,9.36
2022-02-04,77.46,0.0,9.85
2022-02-05,77.46,0.0,11.52
2022-02-06,77.47,0.0,14.16
2022-02-07,77.47,0.0,14.11
2022-02-08,77.38,0.01,15.3
2022-02-09,77.29,0.0,17.31
2022-02-10,77.25,0.0,17.8
2022-02-11,77.18,0.0,19.76
2022-02-12,77.17,0.0,18.78
2022-02-13,77.16,0.0,18.25
2022-02-14,77.03,0.06,15.88
2022-02-15,76.95,3.69,10.42
2022-02-16,76.94,1.16,10.88
2022-02-17,76.9,0.0,11.84
2022-02-18,76.68,0.0,13.48
2022-02-19,76.44,0.01,15.04
2022-02-20,76.29,0.02,12.29
2022-02-21,76.24,0.32,10.15
2022-02-22,76.16,8.34,9.68
2022-02-23,76.15,9.29,8.23
2022-02-24,76.28,0.02,8.62
2022-02-25,76.48,0.01,9.74
2022-02-26,76.78,0.0,10.9
2022-02-27,77.14,0.0,11.81
2022-02-28,77.46,0.0,16.19
2022-03-01,77.81,0.01,18.53
2022-03-02,78.15,0.04,18.78
2022-03-03,78.45,0.96,13.69
2022-03-04,78.77,11.12,11.65
2022-03-05,79.17,4.05,10.22
2022-03-06,79.5,0.56,10.38
2022-03-07,79.82,0.0,11.79
2022-03-08,80.06,0.0,11.99
2022-03-09,80.23,0.01,11.89
2022-03-10,80.28,0.03,11.44
2022-03-11,80.28,0.0,12.16
2022-03-12,80.11,0.02,14.9
2022-03-13,79.97,0.0,12.73
2022-03-14,79.79,0.0,16.47
2022-03-15,79.57,0.0,16.86
2022-03-16,79.48,0.0,14.2
2022-03-17,79.5,0.01,17.49
2022-03-18,79.6,0.02,17.85
2022-03-19,79.73,1.11,13.96
2022-03-20,79.85,4.17,12.9
2022-03-21,80.08,0.14,15.69
2022-03-22,80.23,0.01,19.45
2022-03-23,80.44,0.01,20.13
2022-03-24,80.65,0.0,20.66
2022-03-25,80.83,0.0,19.71
2022-03-26,81.0,0.01,16.95
2022-03-27,81.19,0.09,13.92
2022-03-28,81.41,14.7,13.08
2022-03-29,81.5,4.57,12.7
2022-03-30,81.8,0.57,13.99
2022-03-31,81.88,0.79,11.96
2022-04-01,81.95,0.04,15.28
2022-04-02,81.92,0.07,14.45
2022-04-03,81.85,0.35,13.26
2022-04-04,81.86,0.34,15.64
2022-04-05,81.89,0.0,16.4
2022-04-06,81.92,0.0,21.33
2022-04-07,82.05,0.0,22.36
2022-04-08,82.1,0.0,23.7
2022-04-09,82.17,0.0,18.3
2022-04-10,82.32,0.09,13.63
2022-04-11,82.47,0.65,13.28
2022-04-12,82.61,0.11,12.32
2022-04-13,82.72,0.01,13.36
2022-04-14,82.5,0.0,13.27
2022-04-15,82.33,0.01,13.88
2022-04-16,82.32,0.07,14.23
2022-04-17,82.29,0.03,15.92
2022-04-18,82.24,0.03,15.82
2022-04-19,82.24,0.02,15.62
2022-04-20,82.27,0.02,14.0
2022-04-21,82.33,1.25,14.27
2022-04-22,82.41,2.33,12.94
2022-04-23,82.47,0.03,15.68
2022-04-24,82.37,0.02,19.14
2022-04-25,82.19,0.02,20.67
2022-04-26,82.02,0.0,17.53
2022-04-27,81.92,0.01,13.14
2022-04-28,81.91,0.01,12.96
2022-04-29,81.99,0.0,15.74
2022-04-30,82.11,0.0,17.16
2022-05-01,82.24,0.01,13.75
2022-05-02,82.45,0.01,14.12
2022-05-03,82.55,0.01,14.02
2022-05-04,82.63,0.01,18.55
2022-05-05,82.65,0.0,19.8
2022-05-06,82.5,0.0,18.09
2022-05-07,82.3,0.0,15.78
2022-05-08,82.13,0.0,13.39
2022-05-09,81.92,0.0,12.93
2022-05-10,81.71,0.0,13.81
2022-05-11,81.52,0.0,12.3
2022-05-12,81.36,0.0,17.51
2022-05-13,81.31,0.0,21.75
2022-05-14,81.38,0.0,23.3
2022-05-15,81.49,0.0,20.65
2022-05-16,81.67,0.01,16.39
2022-05-17,81.86,0.02,14.65
2022-05-18,82.09,0.02,17.85
2022-05-19,82.33,0.03,15.94
2022-05-20,82.58,0.06,14.19
2022-05-21,82.91,0.01,15.02
2022-05-22,83.31,0.01,15.26
2022-05-23,83.64,0.0,15.33
2022-05-24,83.9,0.0,19.55
2022-05-25,84.19,0.0,19.62
2022-05-26,84.37,0.0,17.57
2022-05-27,84.39,0.0,15.11
2022-05-28,84.44,0.01,15.06
2022-05-29,84.51,0.0,15.52
2022-05-30,84.63,0.0,16.61
2022-05-31,84.77,0.0,17.1
2022-06-01,84.96,0.0,20.07
2022-06-02,85.16,0.0,18.31
2022-06-03,85.35,0.0,16.7
2022-06-04,85.51,0.0,16.3
2022-06-05,85.67,0.0,17.52
2022-06-06,85.83,0.0,19.24
2022-06-07,86.0,0.01,19.84
2022-06-08,86.23,0.0,20.38
2022-06-09,86.45,0.0,22.36
2022-06-10,86.69,0.0,23.65
2022-06-11,86.84,0.0,23.59
2022-06-12,86.78,0.0,21.01
2022-06-13,86.63,0.0,18.03
2022-06-14,86.4,0.0,19.35
2022-06-15,86.15,0.0,21.27
2022-06-16,85.92,0.0,20.01
2022-06-17,85.84,0.0,16.81
2022-06-18,85.84,0.0,16.28
2022-06-19,85.87,0.0,18.55
2022-06-20,85.94,0.03,23.04
2022-06-21,86.06,0.1,23.3
2022-06-22,86.24,0.02,24.68
2022-06-23,86.43,0.0,25.26
2022-06-24,86.64,0.0,25.29
2022-06-25,86.87,0.0,24.96
2022-06-26,87.13,0.0,24.49
2022-06-27,87.39,0.0,26.94
2022-06-28,87.62,0.05,26.0
2022-06-29,87.84,0.02,24.3
2022-06-30,88.06,0.0,23.42
2022-07-01,88.22,0.0,22.88
2022-07-02,88.28,0.0,20.95
2022-07-03,88.35,0.0,17.84
2022-07-04,88.44,0.0,17.9
2022-07-05,88.52,0.01,19.68
2022-07-06,88.56,0.01,20.68
2022-07-07,88.55,0.0,21.04
2022-07-08,88.51,0.0,21.29
2022-07-09,88.45,0.0,23.48
2022-07-10,88.38,0.0,23.69
2022-07-11,88.33,0.02,21.27
2022-07-12,88.3,0.01,19.84
2022-07-13,88.28,0.0,21.17
2022-07-14,88.24,0.04,22.42
2022-07-15,88.1,0.0,23.82
2022-07-16,87.94,0.0,24.49
2022-07-17,87.9,0.01,23.69
2022-07-18,87.87,0.02,24.2
2022-07-19,87.84,0.0,25.08
2022-07-20,87.81,0.0,24.22
2022-07-21,87.75,0.0,23.93
2022-07-22,87.69,0.06,19.97
2022-07-23,87.69,0.12,21.73
2022-07-24,87.7,0.17,21.34
2022-07-25,87.7,0.11,22.27
2022-07-26,87.75,0.04,22.56
2022-07-27,87.82,0.03,22.84
2022-07-28,87.88,0.0,23.21
2022-07-29,87.96,2.08,23.26
2022-07-30,88.02,0.11,23.47
2022-07-31,88.13,0.12,25.17
2022-08-01,88.18,0.05,25.15
2022-08-02,88.22,0.0,24.89
2022-08-03,88.25,0.0,23.78
2022-08-04,88.32,1.11,23.38
2022-08-05,88.35,0.17,24.7
2022-08-06,88.34,0.07,25.83
2022-08-07,88.37,0.0,26.31
2022-08-08,88.35,1.08,25.48
2022-08-09,88.35,0.11,25.82
2022-08-10,88.36,0.04,26.35
2022-08-11,88.35,0.07,27.21
2022-08-12,88.36,0.08,26.87
2022-08-13,88.42,1.39,26.28
2022-08-14,88.47,0.09,26.02
2022-08-15,88.51,0.15,26.14
2022-08-16,88.57,0.09,26.58
2022-08-17,88.68,0.0,25.65
2022-08-18,88.83,0.0,24.89
2022-08-19,88.85,0.02,24.09
2022-08-20,88.84,0.24,23.33
2022-08-21,88.83,0.32,22.38
2022-08-22,88.78,0.1,22.81
2022-08-23,88.74,0.17,24.78
2022-08-24,88.8,1.17,24.91
2022-08-25,88.91,0.2,24.97
2022-08-26,88.99,0.01,24.68
2022-08-27,89.07,0.05,22.49
2022-08-28,89.16,0.17,21.49
2022-08-29,89.31,0.05,22.62
2022-08-30,89.46,0.0,25.91
2022-08-31,89.58,0.09,29.62
2022-09-01,89.62,0.04,29.47
2022-09-02,89.66,0.01,28.56
2022-09-03,89.75,0.14,30.67
2022-09-04,89.84,0.07,27.59
2022-09-05,89.93,0.05,28.59
2022-09-06,90.06,0.02,28.24
2022-09-07,90.25,0.05,29.43
2022-09-08,90.31,0.04,29.02
2022-09-09,90.38,16.68,24.99
2022-09-10,90.6,1.27,23.2
2022-09-11,90.83,3.74,23.42
2022-09-12,90.97,1.43,22.88
2022-09-13,91.07,0.05,21.89
2022-09-14,91.15,0.0,20.18
2022-09-15,91.19,0.0,19.09
2022-09-16,91.21,0.0,18.74
2022-09-17,91.24,0.02,18.14
2022-09-18,91.32,0.04,17.55
2022-09-19,91.44,0.03,18.27
2022-09-20,91.54,0.02,19.82
2022-09-21,91.63,0.0,19.67
2022-09-22,91.69,0.0,21.7
2022-09-23,91.73,0.0,24.11
2022-09-24,91.78,0.0,24.86
2022-09-25,91.77,0.02,24.69
2022-09-26,91.72,0.0,26.13
2022-09-27,91.7,0.0,26.5
2022-09-28,91.68,0.21,25.47
2022-09-29,91.61,0.07,23.82
2022-09-30,91.52,0.01,20.14
2022-10-01,91.45,0.0,18.6
2022-10-02,91.39,0.01,19.89
2022-10-03,91.3,0.02,20.64
2022-10-04,91.2,0.02,22.11
2022-10-05,91.03,0.04,22.25
2022-10-06,90.74,0.3,21.89
2022-10-07,90.38,0.15,22.63
2022-10-08,90.1,0.1,23.0
2022-10-09,89.89,0.04,22.31
2022-10-10,89.73,0.05,20.62
2022-10-11,89.63,0.48,19.24
2022-10-12,89.55,0.5,19.88
2022-10-13,89.44,0.27,19.52
2022-10-14,89.33,0.68,18.69
2022-10-15,89.29,2.26,17.1
2022-10-16,89.29,0.98,18.81
2022-10-17,89.26,0.08,20.45
2022-10-18,89.27,0.0,23.04
2022-10-19,89.31,0.0,23.85
2022-10-20,89.37,0.0,22.82
2022-10-21,89.44,0.02,20.03
2022-10-22,89.53,1.97,16.23
2022-10-23,89.64,0.82,15.26
2022-10-24,89.86,0.0,16.29
2022-10-25,89.99,0.0,17.25
2022-10-26,90.08,0.03,15.31
2022-10-27,90.24,0.03,16.97
2022-10-28,90.43,0.02,17.32
2022-10-29,90.54,0.01,18.15
2022-10-30,90.61,0.0,19.67
2022-10-31,90.66,0.0,19.55
2022-11-01,90.73,0.1,15.59
2022-11-02,90.81,2.57,13.83
2022-11-03,90.84,1.4,12.14
2022-11-04,90.87,0.0,13.52
2022-11-05,90.76,0.06,14.48
2022-11-06,90.71,0.29,13.64
2022-11-07,90.68,2.48,15.04
2022-11-08,90.53,27.49,15.08
2022-11-09,90.47,5.35,12.17
2022-11-10,90.21,0.0,12.22
2022-11-11,89.9,0.0,12.72
2022-11-12,89.68,0.0,12.66
2022-11-13,89.51,0.01,11.37
2022-11-14,89.39,0.0,12.77
2022-11-15,89.27,0.0,12.85
2022-11-16,89.25,0.0,12.3
2022-11-17,89.18,0.0,13.46
2022-11-18,89.05,0.0,13.23
2022-11-19,89.02,0.0,13.09
2022-11-20,89.04,0.0,13.93
2022-11-21,89.05,0.0,14.09
2022-11-22,89.08,0.0,13.98
2022-11-23,89.17,0.0,14.69
2022-11-24,89.32,0.0,14.55
2022-11-25,89.5,0.0,14.4
2022-11-26,89.58,0.0,14.26
2022-11-27,89.68,0.01,13.45
2022-11-28,89.72,0.09,11.29
2022-11-29,89.81,0.06,11.92
2022-11-30,89.88,0.02,10.22
2022-12-01,89.92,0.11,10.59
2022-12-02,89.95,0.01,13.22
2022-12-03,89.96,0.0,13.66
2022-12-04,89.95,0.05,14.25
2022-12-05,89.91,0.12,12.4
2022-12-06,89.89,0.1,11.57
2022-12-07,89.89,0.03,11.07
2022-12-08,89.88,0.0,10.3
2022-12-09,89.8,0.0,10.51
2022-12-10,89.74,0.03,11.16
2022-12-11,89.61,14.73,10.58
2022-12-12,89.53,7.7,8.0
2022-12-13,89.55,0.6,9.0
2022-12-14,89.56,0.0,9.26
2022-12-15,89.51,0.0,10.26
2022-12-16,89.44,0.0,10.88
2022-12-17,89.36,0.0,9.67
2022-12-18,89.32,0.01,11.39
2022-12-19,89.34,0.0,11.03
2022-12-20,89.27,0.0,11.83
2022-12-21,89.16,0.0,13.54
2022-12-22,89.08,0.0,14.1
2022-12-23,89.03,0.0,14.28
2022-12-24,89.02,0.0,15.29
2022-12-25,88.93,0.0,16.79
2022-12-26,88.83,0.0,17.47
2022-12-27,88.74,3.69,13.15
2022-12-28,88.66,7.71,12.57
2022-12-29,88.65,0.08,11.32
2022-12-30,88.65,0.59,11.69
2022-12-31,88.51,4.83,12.78
2023-01-01,88.37,20.5,11.15
2023-01-02,88.38,1.23,10.51
2023-01-03,88.35,5.48,11.72
2023-01-04,88.29,1.75,13.87
2023-01-05,88.15,7.43,12.11
2023-01-06,87.85,0.1,11.78
2023-01-07,87.51,0.0,12.22
2023-01-08,87.1,0.0,12.98
2023-01-09,86.66,0.12,12.49
2023-01-10,86.3,8.98,12.56
2023-01-11,86.06,0.14,11.41
2023-01-12,85.86,0.0,13.36
2023-01-13,85.62,0.01,12.91
2023-01-14,85.33,33.19,11.85
2023-01-15,85.19,16.97,11.67
2023-01-16,85.05,30.01,11.51
2023-01-17,85.04,3.91,9.48
2023-01-18,85.18,0.09,10.29
2023-01-19,85.24,1.47,9.55
2023-01-20,85.28,0.3,9.93
2023-01-21,85.4,0.0,9.13
2023-01-22,85.36,0.03,9.06
2023-01-23,85.4,0.0,8.33
2023-01-24,85.58,0.0,10.63
2023-01-25,85.61,0.0,11.68
2023-01-26,85.6,0.0,10.35
2023-01-27,85.45,0.0,11.52
2023-01-28,85.42,0.13,9.79
2023-01-29,85.41,2.35,9.85
2023-01-30,85.4,10.63,9.51
2023-01-31,85.42,1.67,8.84
2023-02-01,85.51,0.0,10.33
2023-02-02,85.62,0.04,11.95
2023-02-03,85.64,0.0,13.03
2023-02-04,85.65,0.0,13.83
2023-02-05,85.72,0.13,11.22
2023-02-06,85.76,0.01,11.4
2023-02-07,85.83,0.01,11.78
2023-02-08,85.85,0.0,13.43
2023-02-09,85.83,0.0,14.04
2023-02-10,85.65,0.0,13.13
2023-02-11,85.55,0.05,10.32
2023-02-12,85.49,4.05,9.01
2023-02-13,85.47,0.87,10.09
2023-02-14,85.49,1.71,8.99
2023-02-15,85.5,0.0,7.98
2023-02-16,85.62,0.06,7.95
2023-02-17,85.56,0.0,8.4
2023-02-18,85.58,0.0,11.35
2023-02-19,85.6,0.96,10.46
2023-02-20,85.66,0.09,13.21
2023-02-21,85.59,2.21,11.62
2023-02-22,85.62,2.01,7.78
2023-02-23,85.72,9.57,7.73
2023-02-24,85.67,0.86,9.58
2023-02-25,85.47,19.45,8.61
2023-02-26,85.32,2.31,7.6
2023-02-27,85.01,1.26,8.96
2023-02-28,84.62,3.14,9.33
2023-03-01,84.27,19.95,8.09
2023-03-02,83.96,0.63,8.4
2023-03-03,83.55,0.34,9.52
2023-03-04,83.24,0.09,8.57
2023-03-05,82.92,0.04,9.0
2023-03-06,82.57,0.09,9.57
2023-03-07,82.17,0.01,9.21
2023-03-08,81.58,0.0,8.53
2023-03-09,80.82,0.0,11.9
2023-03-10,79.9,8.58,12.72
2023-03-11,79.16,5.46,13.75
2023-03-12,78.6,0.31,13.6
2023-03-13,78.2,0.02,12.89
2023-03-14,77.92,6.19,12.85
2023-03-15,77.65,22.76,12.34
2023-03-16,77.47,0.19,10.15
2023-03-17,77.28,0.0,12.36
2023-03-18,77.15,0.0,14.66
2023-03-19,77.05,1.87,14.11
2023-03-20,77.0,2.48,12.08
2023-03-21,76.92,29.32,11.57
2023-03-22,77.02,4.01,10.69
2023-03-23,77.16,2.28,9.93
2023-03-24,77.26,0.25,10.71
2023-03-25,77.3,0.01,10.55
2023-03-26,77.31,0.0,10.73
2023-03-27,77.34,0.0,11.76
2023-03-28,77.32,0.02,12.62
2023-03-29,77.25,8.38,9.62
2023-03-30,77.19,6.18,9.49
2023-03-31,77.18,0.45,11.5
2023-04-01,77.12,0.33,12.74
2023-04-02,77.04,0.08,11.78
2023-04-03,76.96,0.15,9.75
2023-04-04,76.97,0.0,8.91
2023-04-05,76.89,0.0,11.78
2023-04-06,76.82,0.0,13.58
2023-04-07,76.74,0.0,13.33
2023-04-08,76.68,0.0,13.66
2023-04-09,76.65,0.0,15.7
2023-04-10,76.63,0.0,16.7
2023-04-11,76.57,0.04,14.15
2023-04-12,76.44,0.72,11.36
2023-04-13,76.4,0.8,10.2
2023-04-14,76.35,0.19,10.96
2023-04-15,76.38,0.03,14.46
2023-04-16,76.35,0.08,12.89
2023-04-17,76.29,0.16,11.53
2023-04-18,76.25,0.12,11.63
2023-04-19,76.26,0.01,12.08
2023-04-20,76.2,0.0,17.23
2023-04-21,76.13,0.0,20.06
2023-04-22,76.08,0.0,19.67
2023-04-23,76.09,0.0,16.3
2023-04-24,76.12,0.01,13.64
2023-04-25,76.12,0.04,14.62
2023-04-26,76.13,0.03,17.93
2023-04-27,76.11,0.0,18.54
2023-04-28,76.11,0.01,17.38
2023-04-29,76.14,0.01,17.14
2023-04-30,76.12,0.22,13.66
2023-05-01,76.07,0.6,11.63
2023-05-02,76.07,0.33,11.83
2023-05-03,76.01,0.32,12.08
2023-05-04,75.96,2.52,12.36
2023-05-05,75.83,0.77,12.61
2023-05-06,75.69,0.01,13.04
2023-05-07,75.51,0.01,13.99
2023-05-08,75.35,0.03,14.28
2023-05-09,75.21,0.3,13.55
2023-05-10,75.1,0.48,12.5
2023-05-11,74.97,0.03,13.95
2023-05-12,74.87,0.0,16.31
2023-05-13,74.78,0.0,17.6
2023-05-14,74.75,0.0,17.35
2023-05-15,74.71,0.01,17.54
2023-05-16,74.61,0.01,18.09
2023-05-17,74.52,0.01,18.64
2023-05-18,74.47,0.04,17.6
2023-05-19,74.47,0.05,17.28
2023-05-20,74.41,0.08,17.45
2023-05-21,74.34,0.02,17.8
2023-05-22,74.26,0.03,16.59
2023-05-23,74.19,0.04,14.48
2023-05-24,74.13,0.02,13.23
2023-05-25,74.1,0.01,13.5
2023-05-26,74.07,0.01,14.14
2023-05-27,74.03,0.01,14.97
2023-05-28,73.99,0.02,14.59
2023-05-29,73.95,0.05,14.36
2023-05-30,73.88,0.12,14.33
2023-05-31,73.79,0.12,13.98
2023-06-01,73.78,0.1,15.42
2023-06-02,73.72,0.04,15.69
2023-06-03,73.66,0.01,16.06
2023-06-04,73.62,0.02,16.01
2023-06-05,73.58,0.04,13.71
2023-06-06,73.56,0.05,14.17
2023-06-07,73.55,0.03,14.53
2023-06-08,73.55,0.02,15.73
2023-06-09,73.49,0.05,16.01
2023-06-10,73.45,0.44,15.26
2023-06-11,73.43,1.45,14.84
2023-06-12,73.46,0.33,15.65
2023-06-13,73.52,0.05,16.53
2023-06-14,73.66,0.04,16.09
2023-06-15,73.89,0.02,16.45
2023-06-16,74.18,0.01,17.63
2023-06-17,74.55,0.0,19.56
2023-06-18,74.88,0.01,17.9
2023-06-19,75.28,0.01,16.26
2023-06-20,75.72,0.0,17.31
2023-06-21,76.12,0.0,17.41
2023-06-22,76.46,0.0,15.28
2023-06-23,76.83,0.01,15.78
2023-06-24,77.22,0.01,16.19
2023-06-25,77.66,0.03,16.26
2023-06-26,78.04,0.02,16.58
2023-06-27,78.4,0.02,17.41
2023-06-28,78.76,0.04,16.27
2023-06-29,79.11,0.03,18.05
2023-06-30,79.42,0.0,21.77
2023-07-01,79.68,0.0,22.88
2023-07-02,79.78,0.0,22.44
2023-07-03,79.71,0.0,22.92
2023-07-04,79.59,0.0,22.07
2023-07-05,79.25,0.0,19.64
2023-07-06,78.76,0.01,17.85
2023-07-07,78.29,0.02,17.06
2023-07-08,77.89,0.02,17.72
2023-07-09,77.44,0.01,18.26
2023-07-10,76.85,0.0,20.42
2023-07-11,76.17,0.0,23.76
2023-07-12,75.46,0.0,24.93
2023-07-13,74.69,0.0,24.66
2023-07-14,73.94,0.01,25.49
2023-07-15,73.2,0.01,26.1
2023-07-16,72.48,0.03,24.51
2023-07-17,71.78,0.0,25.63
2023-07-18,71.09,0.0,25.89
2023-07-19,70.44,0.0,25.38
2023-07-20,69.89,0.0,26.53
2023-07-21,69.52,0.01,25.8
2023-07-22,69.18,0.01,25.98
2023-07-23,68.84,0.02,24.09
2023-07-24,68.41,0.0,25.37
2023-07-25,67.92,0.01,27.2
2023-07-26,67.44,0.0,27.49
2023-07-27,66.96,0.0,26.38
2023-07-28,66.5,0.0,25.62
2023-07-29,66.03,0.04,25.89
2023-07-30,65.57,0.48,24.61
2023-07-31,65.13,0.94,25.7
2023-08-01,64.69,0.33,25.35
2023-08-02,64.24,0.01,24.51
2023-08-03,63.8,0.01,21.7
2023-08-04,63.36,0.0,21.39
2023-08-05,62.98,0.0,23.86
2023-08-06,62.64,0.0,24.21
2023-08-07,62.31,0.0,24.73
2023-08-08,62.02,0.01,23.73
2023-08-09,61.9,0.1,22.27
2023-08-10,61.98,0.28,20.86
2023-08-11,62.18,0.12,21.57
2023-08-12,62.48,0.06,22.72
2023-08-13,62.77,0.05,22.06
2023-08-14,62.88,0.01,23.36
2023-08-15,62.82,0.33,24.76
2023-08-16,62.76,0.3,27.05
2023-08-17,62.82,0.0,26.11
2023-08-18,62.84,0.01,24.71
2023-08-19,62.7,0.94,23.17
2023-08-20,62.45,44.31,21.64
2023-08-21,62.33,0.39,20.52
2023-08-22,62.25,0.04,21.62
2023-08-23,62.17,0.01,22.57
2023-08-24,62.09,0.0,21.42
2023-08-25,62.09,0.0,21.65
2023-08-26,62.12,0.0,23.43
2023-08-27,62.02,0.0,25.76
2023-08-28,61.83,0.0,27.46
2023-08-29,61.59,0.01,28.22
2023-08-30,61.55,0.03,26.11
2023-08-31,61.58,0.04,23.51
2023-09-01,61.59,1.83,22.01
2023-09-02,61.47,0.36,22.23
2023-09-03,61.24,0.03,20.51
2023-09-04,60.95,0.01,19.37
2023-09-05,60.67,0.0,19.49
2023-09-06,60.38,0.0,20.05
2023-09-07,60.09,0.0,21.87
2023-09-08,59.93,0.0,25.55
2023-09-09,59.77,0.0,25.84
2023-09-10,59.59,0.05,24.23
2023-09-11,59.36,0.41,24.26
2023-09-12,59.13,0.0,22.07
2023-09-13,59.0,0.0,18.81
2023-09-14,58.97,0.0,18.68
2023-09-15,59.03,0.01,19.69
2023-09-16,59.12,0.03,19.11
2023-09-17,59.07,0.1,18.85
2023-09-18,58.9,0.02,18.51
2023-09-19,58.65,0.02,18.14
2023-09-20,58.41,0.03,17.72
2023-09-21,58.16,0.04,18.0
2023-09-22,57.94,0.04,17.9
2023-09-23,57.81,0.01,19.61
2023-09-24,57.87,0.02,19.05
2023-09-25,57.99,0.03,19.03
2023-09-26,58.19,0.01,19.94
2023-09-27,58.39,0.07,19.87
2023-09-28,58.62,0.06,17.14
2023-09-29,58.88,0.1,16.4
2023-09-30,59.16,0.85,17.01
2023-10-01,59.44,0.52,15.95
2023-10-02,59.82,0.06,17.1
2023-10-04,60.7,0.0,23.36
2023-10-05,61.16,0.0,25.26
2023-10-06,61.61,0.0,25.64
2023-10-07,61.93,0.0,24.82
2023-10-08,62.18,0.0,24.99
2023-10-09,62.31,0.0,22.79
2023-10-10,62.37,0.11,17.99
2023-10-11,62.45,0.1,17.28
2023-10-12,62.62,0.01,18.96
2023-10-13,62.93,0.0,19.68
2023-10-14,63.32,0.0,21.14
2023-10-15,63.57,0.0,23.2
2023-10-16,63.39,0.0,22.82
2023-10-17,63.04,0.0,21.55
2023-10-18,62.67,0.0,23.5
2023-10-19,62.36,0.0,25.87
2023-10-20,62.18,0.0,24.42
2023-10-21,62.1,0.0,21.49
2023-10-22,62.11,0.09,17.05
2023-10-23,62.16,0.35,16.02
2023-10-24,62.27,0.06,17.57
2023-10-25,62.45,0.03,16.14
2023-10-26,62.62,0.02,16.83
2023-10-27,62.73,0.0,16.02
2023-10-28,62.68,0.0,15.88
2023-10-29,62.49,0.0,16.65
2023-10-30,62.14,0.0,17.14
2023-10-31,61.79,0.0,17.95
2023-11-01,61.54,0.0,18.97
2023-11-02,61.32,0.0,19.96
2023-11-03,61.03,0.0,20.32
2023-11-04,60.72,0.0,20.24
2023-11-05,60.48,0.0,20.31
2023-11-06,60.39,0.0,17.41
2023-11-07,60.44,0.0,15.12
2023-11-08,60.53,0.0,16.13
2023-11-09,60.68,0.0,16.04
2023-11-10,60.87,0.0,17.42
2023-11-11,61.1,0.0,17.7
2023-11-12,61.33,0.01,18.43
2023-11-13,61.61,0.0,17.17
2023-11-14,61.86,0.0,18.93
2023-11-15,62.08,9.1,16.8
2023-11-16,62.35,1.98,16.5
2023-11-17,62.59,0.58,16.11
2023-11-18,62.83,1.41,15.39
2023-11-19,63.08,0.35,14.83
2023-11-20,63.29,0.0,14.8
2023-11-21,63.55,0.0,16.29
2023-11-22,63.67,0.02,17.41
2023-11-23,63.56,0.07,14.35
2023-11-24,63.5,1.24,13.09
2023-11-25,63.47,0.04,13.19
2023-11-26,63.48,0.0,12.67
2023-11-27,63.53,0.0,13.82
2023-11-28,63.67,0.0,14.79
2023-11-29,63.78,1.91,13.31
2023-11-30,63.89,4.37,12.75
2023-12-01,64.04,0.7,12.82
2023-12-02,64.26,0.0,12.39
2023-12-03,64.44,0.0,13.3
2023-12-04,64.59,0.0,14.56
2023-12-05,64.72,0.0,16.88
2023-12-06,64.85,0.01,15.86
2023-12-07,64.99,0.01,12.9
2023-12-08,65.11,0.0,13.56
2023-12-09,65.26,0.0,12.92
2023-12-10,65.43,0.0,14.12
2023-12-11,65.47,0.0,15.0
2023-12-12,65.57,0.0,12.51
2023-12-13,65.74,0.0,12.96
2023-12-14,65.92,0.0,13.95
2023-12-15,66.03,0.0,14.67
2023-12-16,66.12,0.0,15.84
2023-12-17,66.23,0.01,16.24
2023-12-18,66.3,0.01,16.6
2023-12-19,66.37,0.13,15.14
2023-12-20,66.43,1.29,14.75
2023-12-21,66.54,2.0,15.29
2023-12-22,66.56,9.13,14.0
2023-12-23,66.69,0.3,13.34
2023-12-24,66.84,0.07,13.3
2023-12-25,66.93,0.02,12.73
2023-12-26,66.99,0.01,14.04
2023-12-27,67.06,0.11,14.2
2023-12-28,67.14,0.04,13.22
2023-12-29,67.2,0.3,12.89
2023-12-30,67.26,2.77,12.17
2023-12-31,67.32,0.29,12.12
2024-01-01,67.35,0.04,11.87
2024-01-02,67.46,0.05,12.51
2024-01-03,67.48,6.25,11.39
2024-01-04,67.51,0.02,10.75
2024-01-05,67.59,0.01,11.59
2024-01-06,67.65,0.2,11.29
2024-01-07,67.6,1.94,10.05
2024-01-08,67.72,0.0,8.48
2024-01-09,67.81,0.0,9.71
2024-01-10,67.76,0.7,10.2
2024-01-11,67.77,2.3,11.3
2024-01-12,67.89,0.0,10.38
2024-01-13,67.89,0.0,10.85
2024-01-14,67.93,0.1,9.98
2024-01-15,67.97,0.06,11.68
2024-01-16,68.02,0.06,13.21
