date,groundwater_level
2024-12-25,77.14
2024-12-26,77.05
2024-12-27,76.96
2024-12-28,76.87
2024-12-29,76.76
2024-12-30,76.58
2024-12-31,76.46
2025-01-01,76.34
2025-01-02,76.08
2025-01-03,75.77
2025-01-04,75.53
2025-01-05,75.35
2025-01-06,75.14
2025-01-07,75.0
2025-01-08,74.92
2025-01-09,74.79
2025-01-10,74.7
2025-01-11,74.49
2025-01-12,74.41
2025-01-13,74.36
2025-01-14,74.28
2025-01-15,74.18
2025-01-16,74.09
2025-01-17,74.01
2025-01-18,73.95
2025-01-19,73.83
2025-01-20,73.79
2025-01-21,73.73
2025-01-22,73.64
2025-01-23,73.56
2025-01-24,73.42
2025-01-25,73.32
2025-01-26,73.31
2025-01-27,73.24
2025-01-28,73.17
2025-01-29,73.12
2025-01-30,73.11
2025-01-31,73.06
2025-02-01,72.99
2025-02-02,72.91
2025-02-03,72.85
2025-02-04,72.85
2025-02-05,72.83
2025-02-06,72.78
2025-02-07,72.77
2025-02-08,72.72
2025-02-09,72.65
2025-02-10,72.62
2025-02-11,72.53
2025-02-12,72.45
2025-02-13,72.38
2025-02-14,72.32
2025-02-15,72.26
2025-02-16,72.13
2025-02-17,72.09
2025-02-18,72.07
2025-02-19,72.0
2025-02-20,71.95
2025-02-21,71.93
2025-02-22,71.94
2025-02-23,71.9
2025-02-24,71.83
2025-02-25,71.74
2025-02-26,71.7
2025-02-27,71.68
2025-02-28,71.64
2025-03-01,71.64
2025-03-02,71.65
2025-03-03,71.65
2025-03-04,71.56
2025-03-05,71.41
2025-03-06,71.34
2025-03-07,71.34
2025-03-08,71.39
2025-03-09,71.33
2025-03-10,71.22
2025-03-11,71.14
2025-03-12,71.17
2025-03-13,71.08
2025-03-14,71.12
2025-03-15,71.15
2025-03-16,71.2
2025-03-17,71.22
2025-03-18,71.28
2025-03-19,71.33
2025-03-20,71.31
2025-03-21,71.3
2025-03-22,71.3
2025-03-23,71.31
2025-03-24,71.33
2025-03-25,71.31
2025-03-26,71.33
2025-03-27,71.31
2025-03-28,71.26
2025-03-29,71.25
2025-03-30,71.27
2025-03-31,71.2
2025-04-01,71.13
2025-04-02,71.06
2025-04-03,70.85
2025-04-04,70.68
2025-04-05,70.54
2025-04-06,70.41
2025-04-07,70.29
2025-04-08,70.21
2025-04-09,70.21
2025-04-10,70.21
2025-04-11,70.2
2025-04-12,70.26
2025-04-13,70.33
2025-04-14,70.45
2025-04-15,70.62
2025-04-16,70.8
2025-04-17,71.03
2025-04-18,71.3
2025-04-19,71.63
2025-04-20,71.95
2025-04-21,72.23
2025-04-22,72.49
2025-04-23,72.73
2025-04-24,72.98
2025-04-25,73.19
2025-04-26,73.37
2025-04-27,73.54
2025-04-28,73.68
2025-04-29,73.75
2025-04-30,73.78
2025-05-01,73.79
2025-05-02,73.82
2025-05-03,73.84
2025-05-04,73.82
2025-05-05,73.87
2025-05-06,74.02
2025-05-07,74.2
2025-05-08,74.4
2025-05-09,74.59
2025-05-10,74.78
2025-05-11,75.0
2025-05-12,75.28
2025-05-13,75.56
2025-05-14,75.83
2025-05-15,76.1
2025-05-16,76.38
2025-05-17,76.67
2025-05-18,76.96
2025-05-19,77.25
2025-05-20,77.52
2025-05-21,77.79
2025-05-22,78.09
2025-05-23,78.36
2025-05-24,78.64
2025-05-25,78.92
2025-05-26,79.18
2025-05-27,79.4
2025-05-28,79.63
2025-05-29,79.85
2025-05-30,80.03
2025-05-31,80.26
2025-06-01,80.43
2025-06-02,80.6
2025-06-03,80.72
2025-06-04,80.76
2025-06-05,80.81
2025-06-06,80.84
2025-06-07,80.87
2025-06-08,80.86
2025-06-09,80.89
2025-06-10,80.93
2025-06-11,80.97
2025-06-12,81.01
2025-06-13,81.06
2025-06-14,81.13
2025-06-15,81.23
2025-06-16,81.35
2025-06-17,81.46
2025-06-18,81.58
2025-06-19,81.74
2025-06-20,81.9
2025-06-21,82.05
2025-06-22,82.17
2025-06-23,82.25
2025-06-24,82.31
2025-06-25,82.32
2025-06-26,82.32
2025-06-27,82.33
2025-06-28,82.33
2025-06-29,82.3
2025-06-30,82.29
2025-07-01,82.29
2025-07-02,82.3
2025-07-03,82.35
2025-07-04,82.44
2025-07-05,82.56
2025-07-06,82.63
2025-07-07,82.73
2025-07-08,82.86
2025-07-09,82.98
2025-07-10,83.07
2025-07-11,83.15
2025-07-12,83.24
2025-07-13,83.35
2025-07-14,83.46
2025-07-15,83.58
2025-07-16,83.71
2025-07-17,83.85
2025-07-18,83.99
2025-07-19,84.13
2025-07-20,84.19
2025-07-21,84.22
2025-07-22,84.26
2025-07-23,84.33
2025-07-24,84.39
2025-07-25,84.45
2025-07-26,84.5
2025-07-27,84.56
2025-07-28,84.67
2025-07-29,84.77
2025-07-30,84.86
2025-07-31,84.95
2025-08-01,85.05
2025-08-02,85.12
2025-08-03,85.15
2025-08-04,85.17
2025-08-05,85.2
2025-08-06,85.17
2025-08-07,85.06
2025-08-08,84.98
2025-08-09,84.88
2025-08-10,84.82
2025-08-11,84.72
2025-08-12,84.63
2025-08-13,84.54
2025-08-14,84.45
2025-08-15,84.38
2025-08-16,84.28
2025-08-17,84.15
2025-08-18,84.05
2025-08-19,83.95
2025-08-20,83.82
2025-08-21,83.7
2025-08-22,83.63
2025-08-23,83.55
2025-08-24,83.47
2025-08-25,83.41
2025-08-26,83.36
2025-08-27,83.3
2025-08-28,83.21
2025-08-29,83.14
2025-08-30,83.02
2025-08-31,82.94
2025-09-01,82.86
2025-09-02,82.78
2025-09-03,82.71
2025-09-04,82.61
2025-09-05,82.55
2025-09-06,82.54
2025-09-07,82.5
2025-09-08,82.39
2025-09-09,82.25
2025-09-10,82.13
2025-09-11,81.94
2025-09-12,81.72
2025-09-13,81.46
2025-09-14,81.21
2025-09-15,80.96
2025-09-16,80.7
2025-09-17,80.45
2025-09-18,80.19
2025-09-19,79.97
2025-09-20,79.73
2025-09-21,79.46
2025-09-22,79.22
2025-09-23,79.02
2025-09-24,78.83
2025-09-25,78.57
2025-09-26,78.31
2025-09-27,78.09
2025-09-28,77.9
2025-09-29,77.66
2025-09-30,77.48
2025-10-01,77.28
2025-10-02,77.08
2025-10-03,76.88
2025-10-04,76.61
2025-10-05,76.39
2025-10-06,76.18
2025-10-07,75.95
2025-10-08,75.67
2025-10-09,75.35
2025-10-10,75.05
2025-10-11,74.81
2025-10-12,74.6
2025-10-13,74.44
2025-10-14,74.33
2025-10-15,74.22
2025-10-16,74.07
2025-10-17,73.99
2025-10-18,73.95
2025-10-19,73.91
2025-10-20,73.87
2025-10-21,73.82
2025-10-22,73.8
2025-10-23,73.77
2025-10-24,73.74
2025-10-25,73.74
2025-10-26,73.72
2025-10-27,73.67
2025-10-28,73.64
2025-10-29,73.58
2025-10-30,73.55
2025-10-31,73.52
2025-11-01,73.5
2025-11-02,73.47
2025-11-03,73.44
2025-11-04,73.41
2025-11-05,73.41
2025-11-06,73.3
2025-11-07,73.14
2025-11-08,73.01
2025-11-09,72.89
2025-11-10,72.73
2025-11-11,72.52
2025-11-12,72.2
2025-11-13,71.82
2025-11-14,71.5
2025-11-15,71.23
2025-11-16,71.0
2025-11-17,70.77
2025-11-18,70.62
2025-11-19,70.53
2025-11-20,70.36
2025-11-21,70.25
2025-11-22,70.16
2025-11-23,70.16
2025-11-24,70.12
2025-11-25,70.03
2025-11-26,69.97
2025-11-27,69.93
2025-11-28,69.88
2025-11-29,69.85
2025-11-30,69.81
2025-12-01,69.78
2025-12-02,69.74
2025-12-03,69.69
2025-12-04,69.7
2025-12-05,69.66
2025-12-06,69.59
2025-12-07,69.57
2025-12-08,69.51
2025-12-09,69.44
2025-12-10,69.4
2025-12-11,69.39
2025-12-12,69.37
2025-12-13,69.37
2025-12-14,69.36
2025-12-15,69.37
2025-12-16,69.32
2025-12-17,69.3
2025-12-18,69.23
2025-12-19,69.24
2025-12-20,69.25
2025-12-21,69.24
2025-12-22,69.19
2025-12-23,69.18
2025-12-24,69.12
2025-12-25,69.17
2025-12-26,69.12
2025-12-27,69.11
2025-12-28,69.12
2025-12-29,69.09
2025-12-30,69.04
2025-12-31,69.0
